,inside_18,first_touch,Open Play,Open Play - Counter Attack,Open Play - Unassisted,Set Piece - Corner,Set Piece - Direct Free Kick,Set Piece - Free Kick,Set Piece - Goal Kick,Set Piece - Penalty,Set Piece - Throw In,time,shot_distance,shot_angle
38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6530424910086374,2.248431214690061,-0.4136694166675611
39,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4192899926510188,-0.9021452795876999,0.3782306655605008
40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84804843754612,-0.32881009850614984,-0.03202371595876702
41,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2768068824412213,-0.614609333761764,0.7516181903652405
42,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009468452244082503,-0.31503608471240285,0.8451125389932836
43,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6526061195867344,-0.5579736100784033,0.5885192162601689
44,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7955256012184349,-0.7071176797196164,1.5429284028858705
45,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3478302518351686,-0.782169801744697,-0.0037099700020096784
46,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.491186104888772,-1.5030325074483644,-0.6749816970601357
47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2768068824412213,-0.7470855753312167,-1.8349604767260455
48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9909679191778205,-0.020837611414776164,2.0729263350139253
49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.491186104888772,3.057897706744956,-1.0757981632604845
50,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6526061195867344,1.5399934273436058,0.5442789882027352
51,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7240658604025847,0.9652944507221979,0.8990856172233526
52,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7765886967302699,-1.0551488830648206,-1.7423509326591513
53,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15238793387578292,0.09143750397020618,1.2951831257642419
54,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2768068824412213,0.7773987004127816,-0.6991663550648664
55,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009468452244082503,0.7133116981252101,-1.26986529700576
56,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.795961972640338,0.014664766102499685,0.1452321311246839
57,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7245022318244876,1.1902510339470536,1.214665910699713
58,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3482666232570715,0.7560461936931195,1.016174754148694
59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.84804843754612,-1.2206484809219111,-0.5959391562641878
60,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7765886967302699,-0.16426994102079093,-0.4319553775979671
61,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0813645644818357,-0.9228280935926096,1.1828129464983606
62,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7765886967302699,-1.4729779822773983,1.2951831257642419
63,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20491077020346815,0.9226439784876697,0.6684465616172655
64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7240658604025847,-0.8619651409308774,0.7516181903652405
65,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9909679191778205,-0.2676427965553663,-0.7699507199567599
66,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8669853420342851,0.12745808774557388,-0.8156656222827747
67,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84804843754612,-0.9438282844196959,0.4605174897473275
68,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5811463787708843,0.8749829330187979,0.4263050467162456
69,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3478302518351686,0.16663532378446974,0.8586795422642302
70,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29530741550748335,0.33742799448064775,-0.10870677792498515
71,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.061991288571767715,1.03008679571877,0.20775832011252313
72,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2242840461135363,-0.439430978398043,-1.1194485216104857
73,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7240658604025847,-0.8354362926658605,-1.5901645481415794
74,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5811463787708843,-0.5232216590207297,1.4043090216392446
75,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5622094742827192,0.2530879895912209,1.1828129464983606
76,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8669853420342851,1.3975056899612257,0.00012418309630152132
77,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5811463787708843,-1.5107861351845246,0.3201284993784046
78,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061991288571767715,-0.9438282844196959,-0.5245649216648616
79,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9195081783619703,0.5306841210579019,0.6242063335598319
80,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29530741550748335,-0.2149384729586529,1.1547941353953195
81,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5622094742827192,-0.905986369653692,0.8005773760821341
82,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9388814542720383,-0.7712936180737224,-0.03202371595876702
83,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4197263640729219,-0.6907702391535959,-1.359230557681776
84,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7245022318244876,-0.5941375412764899,0.4723148838959762
85,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9195081783619703,0.0830406103815497,0.8666427833145681
86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7240658604025847,1.77298661943982,-1.1194485216104857
87,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510123009376937,1.1263809692990034,0.881094591146663
88,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22384767469163314,-0.8768966223315697,0.12104747311995329
89,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061991288571767715,2.2150304695168814,-0.3018891071091123
90,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84804843754612,-1.3904249395745112,-1.5462192549378622
91,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1528243052976859,-0.2149384729586529,-1.2188415673128532
92,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0099048236659856,-0.7268668569452859,-1.1465825281523783
93,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2768068824412213,-0.5941375412764899,-1.623787121465229
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2957437869293864,0.00013944660537970282,2.0788250320882495
95,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9909679191778205,-0.30119742552896406,-0.26148303214998947
96,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29530741550748335,-0.7792452636267935,1.597196415969656
97,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9909679191778205,-0.28442684805270246,1.0760465294530872
98,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.13345102938761794,0.6465264234440057,-1.2338832448523807
99,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624276599936706,-1.1471473866199202,1.016174754148694
100,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20491077020346815,0.6948656332084494,-0.8994271207381823
101,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5815827501927873,1.111168030014222,-0.09012588214086316
102,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15238793387578292,-0.05899593664010931,-0.7498951499040568
103,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3478302518351686,-0.5148942126221293,0.6988248515500366
104,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36676715632333357,-1.6040325624382148,0.7516181903652405
105,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009468452244082503,-0.5033471584277841,-1.0256592381287264
106,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2957437869293864,0.11643721676466641,0.05232765220407309
107,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133887400809521,0.810921434292122,1.5093058295622204
108,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.490749733466869,0.1400923505445446,-0.2918613220827606
109,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2053471416253712,0.46689722066963063,-0.9852531631696037
110,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4386632685610867,0.09224749792429765,-0.07478926974761961
111,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4192899926510188,0.11367342106142272,-0.03202371595876702
112,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7240658604025847,0.07745279710450984,-0.9230219090354804
113,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061991288571767715,1.109261340088461,-0.03202371595876702
