,statsbomb_xg,goal,player_shot,team,location_x,location_y,shot_distance,shot_angle,bodypart,technique,first_time,state_of_play,assist,assist_state_of_play
0,0.26615402,False,Francesca Kirby,Chelsea FCW,109.0,46.0,12.529964086141668,118.61,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
1,0.09352057400000001,False,Bethany England,Chelsea FCW,113.0,35.0,8.602325267042627,54.46,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Free Kick
2,0.036171142,False,Drew Spence,Chelsea FCW,94.0,43.0,26.1725046566048,96.58,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
3,0.016625367000000002,False,Chloe Arthur,Birmingham City WFC,86.0,34.0,34.525353003264144,79.99,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Goal Kick
4,0.030716168,False,Bethany England,Chelsea FCW,94.0,33.0,26.925824035672523,74.93,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Goal Kick
5,0.02135001,False,Charlie Wellings,Birmingham City WFC,106.0,54.0,19.798989873223327,135.0,Left Foot,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Free Kick
6,0.3758993,False,Francesca Kirby,Chelsea FCW,107.0,42.0,13.152946437965904,98.75,Right Foot,Normal Shot,False,Open Play Shot,Through Ball,Open Play Assist
7,0.050711885000000005,False,Erin Cuthbert,Chelsea FCW,95.0,39.0,25.019992006393608,87.71,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
8,0.14075908,False,Francesca Kirby,Chelsea FCW,113.0,41.0,7.071067811865476,98.13,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
9,0.037670862,False,Erin Cuthbert,Birmingham City WFC,98.0,29.0,24.59674775249769,63.43,Left Foot,Volley,False,Open Play Shot,Unassisted,No Assist
10,0.032999475,False,So-yun Ji,Chelsea FCW,95.0,35.0,25.495097567963924,78.69,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
11,0.07365218,False,Francesca Kirby,Chelsea FCW,111.0,34.0,10.816653826391967,56.31,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Set Piece - Corner
12,0.11205758,False,Erin Cuthbert,Chelsea FCW,108.0,45.0,13.0,112.62,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
13,0.15216255,False,Francesca Kirby,Chelsea FCW,104.0,38.0,16.1245154965971,82.87,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
14,0.06865658599999999,False,Karen Julia Carney,Chelsea FCW,112.0,30.0,12.806248474865697,38.66,Head,Normal Shot,False,Open Play Shot,Cross,Set Piece - Throw In
15,0.03695459,False,Francesca Kirby,Chelsea FCW,106.0,48.0,16.1245154965971,119.74,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
16,0.12992337,False,Magdalena Ericsson,Chelsea FCW,112.0,42.0,8.246211251235321,104.04,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
17,0.76,False,Karen Julia Carney,Chelsea FCW,108.0,40.0,12.0,90.0,Right Foot,Normal Shot,False,Set Piece - Penalty,Unassisted,No Assist
18,0.015509376000000004,False,Millie Bright,Chelsea FCW,109.0,42.0,11.180339887498945,100.3,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
19,0.09820592,False,So-yun Ji,Chelsea FCW,111.0,42.0,9.219544457292887,102.53,Head,Normal Shot,False,Open Play Shot,Cross,Set Piece - Free Kick
20,0.046387684000000005,False,Francesca Kirby,Chelsea FCW,111.0,32.0,12.041594578792296,48.37,Left Foot,Normal Shot,False,Open Play Shot,Low Pass,Set Piece - Corner
21,0.023775922,False,So-yun Ji,Chelsea FCW,100.0,29.0,22.82542442102665,61.19,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Corner
22,0.05969853,False,Francesca Kirby,Chelsea FCW,103.0,52.0,20.808652046684813,125.22,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
23,0.06488427000000001,False,So-yun Ji,Chelsea FCW,104.0,37.0,16.278820596099706,79.38,Left Foot,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
24,0.1657547,False,Alisha Lehmann,West Ham United LFC,108.0,46.0,13.41640786499874,116.57,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
25,0.63091785,False,Niamh Charles,Liverpool WFC,117.0,39.0,3.1622776601683795,71.57,Head,Normal Shot,False,Open Play Shot,Low Pass,Open Play Assist
26,0.389233,False,Courtney Sweetman-Kirk,Liverpool WFC,117.0,40.0,3.0,90.0,Head,Normal Shot,False,Open Play Shot,Unassisted,No Assist
27,0.6971044,True,Courtney Sweetman-Kirk,Liverpool WFC,118.0,41.0,2.23606797749979,116.57,Right Foot,Normal Shot,True,Open Play Shot,Unassisted,No Assist
28,0.34152466,False,Jessica Anne Clarke,Liverpool WFC,107.0,51.0,17.029386365926403,130.24,Right Foot,Normal Shot,False,Open Play Shot,Through Ball,Set Piece - Throw In
29,0.022615578,False,Christie Murray,Liverpool WFC,95.0,30.0,26.925824035672523,68.2,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play - Counter Attack
30,0.014526293000000001,False,Leanne Kiernan,West Ham United LFC,86.0,33.0,34.713109915419565,78.37,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Set Piece - Throw In
31,0.033014745000000005,False,Brianna Visalli,West Ham United LFC,98.0,24.0,27.202941017470888,53.97,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Open Play - Counter Attack
32,0.1617539,False,Rhiannon Roberts,Liverpool WFC,112.0,40.0,8.0,90.0,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Free Kick
33,0.07191629000000001,False,Jessica Anne Clarke,Liverpool WFC,119.0,30.0,10.04987562112089,5.71,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
34,0.06605337,False,Jessica Anne Clarke,Liverpool WFC,114.0,30.0,11.6619037896906,30.96,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
35,0.01550956,False,Leanne Kiernan,West Ham United LFC,100.0,55.0,25.0,126.87,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
36,0.09044173,False,Brianna Visalli,West Ham United LFC,112.0,44.0,8.94427190999916,116.57,Head,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
37,0.053666368000000006,False,Alisha Lehmann,West Ham United LFC,93.0,38.0,27.07397274136177,85.76,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
38,0.20931223,False,Kirsty Linnett,West Ham United LFC,109.0,50.0,14.866068747318506,132.27,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
39,0.30686304000000003,False,Gilly Louise Scarlett Flaherty,West Ham United LFC,116.0,43.0,5.0,126.87,Head,Normal Shot,False,Open Play Shot,Cross,Set Piece - Free Kick
40,0.028885200000000007,False,Gilly Louise Scarlett Flaherty,West Ham United LFC,112.0,43.0,8.54400374531753,110.56,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
41,0.01730371,False,Jessica Anne Clarke,Liverpool WFC,97.0,28.0,25.94224354214569,62.45,Left Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
42,0.035479672000000004,False,Rinsola Babajide,Liverpool WFC,98.0,47.0,23.08679276123039,107.65,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play - Assist
43,0.03223094,False,Gilly Louise Scarlett Flaherty,West Ham United LFC,114.0,44.0,7.211102550927977,123.69,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
44,0.014178629000000003,False,Fara Williams,Reading WFC,91.0,55.0,32.64965543462902,117.35,Left Foot,Half Volley,False,Open Play Shot,Ground Pass,Open Play Assist
45,0.20876576,True,Gemma Suzanne Davison,Reading WFC,111.0,35.0,10.295630140987,60.95,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
46,0.019219216,False,Anne-Marie Heatherson,Yeovil Town LFC,110.0,30.0,14.142135623730953,45.0,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Throw In
47,0.060402505,False,Brooke Chaplen,Reading WFC,110.0,41.0,10.04987562112089,95.71,Head,Normal Shot,False,Open Play Shot,Cross,Open Play Assist
48,0.036174923000000005,True,Fara Williams,Reading WFC,104.0,54.0,21.2602916254693,131.19,Left Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
49,0.24553101,False,Brooke Chaplen,Reading WFC,116.0,56.0,16.492422502470642,165.96,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Set Piece - Throw In
50,0.025184974,False,Mayumi Pacheco,Reading WFC,96.0,28.0,26.83281572999748,63.43,Left Foot,Normal Shot,False,Open Play Shot,Low Pass,Open Play Assist
51,0.049206384000000006,False,Natasha Harding,Reading WFC,102.0,54.0,22.803508501982762,127.87,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
52,0.09175583,False,Olivia Fergusson,Yeovil Town LFC,112.0,24.0,17.88854381999832,26.57,Right Foot,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
53,0.016230326,False,Megan Alexander,Yeovil Town LFC,92.0,46.0,28.63564212655271,102.09,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Corner
54,0.018044809,False,Brooke Chaplen,Reading WFC,91.0,37.0,29.154759474226502,84.09,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
55,0.026091976000000003,False,Natasha Harding,Reading WFC,95.0,46.0,25.709920264364875,103.5,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
56,0.012549612,False,Sophie Howard,Reading WFC,93.0,34.0,27.65863337187866,77.47,Right Foot,Volley,True,Open Play Shot,Unassisted,No Assist
57,0.03553362,False,Fara Williams,Reading WFC,102.0,27.0,22.203603311174522,54.16,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
58,0.7046226999999999,False,Olivia Fergusson,Yeovil Town LFC,115.0,40.0,5.0,90.0,Left Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
59,0.047961306,False,Lauren Bruton,Reading WFC,104.0,47.0,17.464249196572982,113.63,Right Foot,Half Volley,False,Open Play Shot,Unassisted,No Assist
60,0.14572826,False,Brooke Chaplen,Reading WFC,105.0,29.0,18.60107523773827,53.75,Left Foot,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Throw In
61,0.022321789,False,Gemma Suzanne Davison,Reading WFC,91.0,37.0,29.154759474226502,84.09,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
62,0.3337895,False,Brooke Chaplen,Reading WFC,112.0,49.0,12.041594578792296,138.37,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
63,0.76,True,Lauren Bruton,Reading WFC,108.0,40.0,12.0,90.0,Right Foot,Normal Shot,False,Set Piece - Penalty,Unassisted,No Assist
64,0.096433036,True,Remi Allen,Reading WFC,111.0,44.0,9.848857801796104,113.96,Head,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
65,0.028092794,False,Lauren Bruton,Reading WFC,95.0,51.0,27.313000567495326,113.75,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
66,0.013764914,False,Rachel Furness,Reading WFC,91.0,39.0,29.017236257093817,88.03,Left Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
67,0.028611148000000006,False,Gemma Suzanne Davison,Reading WFC,104.0,26.0,21.2602916254693,48.81,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Free Kick
68,0.054877903000000006,False,Natasha Harding,Reading WFC,107.0,51.0,17.029386365926403,130.24,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
69,0.015020926499999997,False,Rachel Furness,Reading WFC,111.0,46.0,10.816653826391967,123.69,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
70,0.31867692000000003,False,Brooke Chaplen,Reading WFC,116.0,32.0,8.94427190999916,26.57,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play - Counter Attack
71,0.0691614,False,Gemma Suzanne Davison,Reading WFC,104.0,40.0,16.0,90.0,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
72,0.14785822,False,Brooke Chaplen,Reading WFC,110.0,31.0,13.45362404707371,48.01,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
73,0.16863409,False,Charlotte Estcourt,Reading WFC,109.0,38.0,11.180339887498945,79.7,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
74,0.03766019,False,Gemma Suzanne Davison,Reading WFC,94.0,28.0,28.63564212655271,65.22,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
75,0.10764639999999999,False,Brooke Chaplen,Reading WFC,106.0,51.0,17.804493814764854,128.16,Right Foot,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
76,0.019063191,False,Emily Syme,Yeovil Town LFC,93.0,35.0,27.459060435491967,79.51,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
77,0.30975744,False,Olivia Fergusson,Yeovil Town LFC,100.0,33.0,21.18962010041709,70.71,Right Foot,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Throw In
78,0.09506342,False,Brooke Chaplen,Reading WFC,111.0,44.0,9.848857801796104,113.96,Head,Normal Shot,False,Open Play Shot,Cross,Set Piece - Goal Kick
79,0.029442485,False,Carla Humphrey,Bristol City WFC,99.0,55.0,25.806975801127876,125.54,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Open Play Assist
80,0.11373012,False,Danielle van de Donk,Arsenal WFC,110.0,37.0,10.44030650891055,73.3,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
81,0.037771497,False,Katrine Veje,Arsenal WFC,106.0,24.0,21.2602916254693,41.19,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
82,0.13319226,True,Vivianne Miedema,Arsenal WFC,111.0,33.0,11.401754250991381,52.13,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
83,0.06728647,False,Vivianne Miedema,Arsenal WFC,109.0,41.0,11.04536101718726,95.19,Head,Normal Shot,False,Open Play Shot,Cross,Set Piece - Free Kick
84,0.0746162,False,Abigail Harrison,Bristol City WFC,104.0,50.0,18.867962264113206,122.01,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play - Counter Attack
85,0.028345143000000007,False,Dominique Johanna Anna Bloodworth,Arsenal WFC,93.0,48.0,28.16025568065745,106.5,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
86,0.24089347,False,Abigail Harrison,Bristol City WFC,107.0,48.0,15.264337522473747,121.61,Left Foot,Normal Shot,True,Open Play Shot,Ground Pass,Open Play - Counter Attack
87,0.19564945,False,Lucy Graham,Bristol City WFC,110.0,43.0,10.44030650891055,106.7,Head,Normal Shot,False,Open Play Shot,Cross,Open Play Assist
88,0.18274215,True,Vivianne Miedema,Arsenal WFC,110.0,34.0,11.6619037896906,59.04,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Free Kick
89,0.013580981,False,Katie McCabe,Arsenal WFC,97.0,57.0,28.600699292150182,126.47,Left Foot,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
90,0.16653554,False,Kim Little,Arsenal WFC,112.0,34.0,10.0,53.13,Right Foot,Normal Shot,False,Open Play Shot,Cut Back,Set Piece - Corner
91,0.103430465,False,Vivianne Miedema,Arsenal WFC,112.0,30.0,12.806248474865697,38.66,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
92,0.43783653,True,Katie McCabe,Arsenal WFC,113.0,37.0,7.6157731058639095,66.8,Left Foot,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
93,0.25868157,True,Vivianne Miedema,Arsenal WFC,116.0,45.0,6.4031242374328485,141.34,Left Foot,Normal Shot,True,Open Play Shot,Cross,Open Play - Counter Attack
94,0.08552999,False,Abigail Harrison,Bristol City WFC,104.0,46.0,17.08800749063506,110.56,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
95,0.045527175,False,Abigail Harrison,Bristol City WFC,109.0,55.0,18.60107523773827,143.75,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play - Counter Attack
96,0.03157961,False,Louise Quinn,Arsenal WFC,109.0,37.0,11.401754250991381,74.74,Right Foot,Volley,False,Open Play Shot,Cross,Set Piece - Corner
97,0.10593438,False,Ella Rutherford,Bristol City WFC,114.0,32.0,10.0,36.87,Left Foot,Volley,True,Open Play Shot,Cross,Set Piece - Throw In
98,0.018971654,False,Danielle Carter,Arsenal WFC,92.0,53.0,30.870698080866266,114.9,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Goal Kick
99,0.017038535,False,Kirsty Barton,Brighton & Hove Albion WFC,88.0,61.0,38.275318418009284,123.27,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
100,0.3949509,False,Georgia Stanway,Manchester City WFC,104.0,55.0,21.93171219946131,133.15,Right Foot,Normal Shot,False,Open Play Shot,Through Ball,Set Piece - Goal Kick
101,0.34141454,False,Nikita Parris,Manchester City WFC,112.0,47.0,10.63014581273465,131.19,Right Foot,Normal Shot,False,Open Play Shot,Through Ball,Open Play Assist
102,0.025084483,False,Jill Scott,Manchester City WFC,105.0,39.0,15.033296378372908,86.19,Head,Normal Shot,False,Open Play Shot,Cross,Set Piece - Corner
103,0.039372798,False,Nikita Parris,Manchester City WFC,110.0,33.0,12.206555615733702,55.01,Head,Normal Shot,False,Open Play Shot,Cross,Open Play Assist
104,0.10168196,False,Nikita Parris,Manchester City WFC,105.0,42.0,15.132745950421555,97.59,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
105,0.009602184,False,Keira Walsh,Manchester City WFC,86.0,48.0,34.928498393145965,103.24,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
106,0.13669139,True,Georgia Stanway,Manchester City WFC,100.0,52.0,23.323807579381203,120.96,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
107,0.12327581,False,Jill Scott,Manchester City WFC,104.0,49.0,18.35755975068582,119.36,Right Foot,Normal Shot,False,Open Play Shot,Through Ball,Open Play Assist
108,0.020136826,False,Aileen Whelan,Brighton & Hove Albion WFC,97.0,42.0,23.08679276123039,94.97,Head,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
109,0.024188627,False,Gemma Bonner,Manchester City WFC,110.0,47.0,12.206555615733702,124.99,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
110,0.08739801500000001,False,Chloe Peplow,Brighton & Hove Albion WFC,104.0,35.0,16.76305461424021,72.65,Right Foot,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
111,0.019743266000000002,False,Georgia Stanway,Brighton & Hove Albion WFC,91.0,33.0,29.8328677803526,76.43,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
112,0.4340121,True,Caroline Weir,Manchester City WFC,109.0,41.0,11.04536101718726,95.19,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
113,0.009549671,False,Danielle Buet,Brighton & Hove Albion WFC,85.0,46.0,35.510561809129406,99.73,Right Foot,Half Volley,False,Open Play Shot,Unassisted,No Assist
114,0.06887115,False,Chloe Peplow,Brighton & Hove Albion WFC,102.0,48.0,19.697715603592208,113.96,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
115,0.034951698,False,Tessa Wullaert,Manchester City WFC,112.0,29.0,13.601470508735444,36.03,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
116,0.33539256,False,Ellie Brazil,Brighton & Hove Albion WFC,104.0,51.0,19.416487838947603,124.51,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
117,0.4428448,False,Iniabasi Anefiok Umotong,Brighton & Hove Albion WFC,113.0,39.0,7.071067811865476,81.87,Right Foot,Volley,False,Open Play Shot,Low Pass,Open Play Assist
118,0.14375503,False,Aileen Whelan,Brighton & Hove Albion WFC,104.0,38.0,16.1245154965971,82.87,Left Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
119,0.018544516,True,Georgia Stanway,Manchester City WFC,94.0,57.0,31.06444913401813,123.18,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Open Play - Counter Attack
120,0.026395774,True,Georgia Stanway,Manchester City WFC,99.0,38.0,21.095023109728988,84.56,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Open Play Assist
121,0.24984783,False,Iniabasi Anefiok Umotong,Brighton & Hove Albion WFC,105.0,35.0,15.811388300841895,71.57,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
122,0.08881184,False,Claire Emslie,Manchester City WFC,114.0,27.0,14.31782106327635,24.78,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
123,0.13622582,False,Claire Emslie,Manchester City WFC,116.0,30.0,10.77032961426901,21.8,Right Foot,Normal Shot,False,Open Play Shot,Cross,Open Play Assist
124,0.03050624,False,Aileen Whelan,Brighton & Hove Albion WFC,111.0,46.0,10.816653826391967,123.69,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Corner
125,0.034539852,False,Victoria Williams,Brighton & Hove Albion WFC,110.0,42.0,10.198039027185569,101.31,Head,Normal Shot,False,Open Play Shot,Unassisted,No Assist
126,0.013482093999999998,False,Victoria Williams,Brighton & Hove Albion WFC,81.0,31.0,40.024992192378996,77.01,Right Foot,Normal Shot,False,Open Play Shot,Low Pass,Open Play Assist
127,0.045861203,False,Caroline Weir,Manchester City WFC,96.0,40.0,24.0,90.0,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Goal Kick
128,0.15677072,False,Iniabasi Anefiok Umotong,Brighton & Hove Albion WFC,111.0,43.0,9.486832980505136,108.43,Right Foot,Volley,False,Open Play Shot,High Pass,Open Play - Counter Attack
129,0.024908442000000003,False,Nikita Parris,Manchester City WFC,96.0,31.0,25.632011235952593,69.44,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Goal Kick
130,0.42838109999999996,False,Nikita Parris,Manchester City WFC,111.0,37.0,9.486832980505136,71.57,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
131,0.33067653,False,Georgia Stanway,Manchester City WFC,107.0,49.0,15.811388300841895,124.7,Right Foot,Normal Shot,True,Open Play Shot,Unassisted,No Assist
132,0.29142863,True,Nikita Parris,Manchester City WFC,116.0,42.0,4.47213595499958,116.57,Head,Normal Shot,False,Open Play Shot,Cross,Open Play Assist
133,0.63500386,True,Claire Emslie,Manchester City WFC,113.0,46.0,9.219544457292887,130.6,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
134,0.34800306000000003,False,Jodie Brett,Brighton & Hove Albion WFC,117.0,38.0,3.6055512754639887,56.31,Right Foot,Volley,False,Open Play Shot,High Pass,Set Piece - Free Kick
135,0.021882394000000003,True,Danielle Buet,Brighton & Hove Albion WFC,94.0,45.0,26.47640458974745,100.89,Right Foot,Normal Shot,True,Open Play Shot,Unassisted,No Assist
136,0.019848077,False,Gabrielle George,Everton LFC,85.0,16.0,42.43819034784589,55.56,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
137,0.014393689,False,Jodie Brett,Brighton & Hove Albion WFC,89.0,54.0,34.0147027033899,114.3,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
138,0.022865346,True,Inessa Kaagman,Everton LFC,108.0,23.0,20.808652046684813,35.22,Right Foot,Normal Shot,True,Open Play Shot,Ground Pass,Open Play Assist
139,0.24955145,False,Simone Magill,Everton LFC,111.0,43.0,9.486832980505136,108.43,Right Foot,Volley,False,Open Play Shot,Cross,Set Piece - Throw In
140,0.0058224653,False,Danielle Buet,Brighton & Hove Albion WFC,83.0,42.0,37.05401462729781,93.09,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
141,0.014823818999999997,False,Danielle Buet,Brighton & Hove Albion WFC,90.0,55.0,33.541019662496836,116.57,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
142,0.033547368,False,Gabrielle George,Everton LFC,95.0,44.0,25.317977802344327,99.09,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
143,0.03609459,True,Gabrielle George,Everton LFC,114.0,33.0,9.219544457292887,40.6,Head,Normal Shot,False,Open Play Shot,Low Pass,Set Piece - Corner
144,0.020509839,False,Aileen Whelan,Brighton & Hove Albion WFC,99.0,54.0,25.238858928247925,123.69,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
145,0.040869176,False,Dominique Bruinenberg,Everton LFC,104.0,27.0,20.615528128088304,50.91,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
146,0.013569703999999998,False,Chloe Kelly,Everton LFC,92.0,60.0,34.40930106817051,125.54,Left Foot,Normal Shot,False,Open Play Shot,Low Pass,Open Play Assist
147,0.013109557,False,Aileen Whelan,Brighton & Hove Albion WFC,89.0,26.0,34.0147027033899,65.7,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Free Kick
148,0.34817636,True,Chloe Kelly,Everton LFC,113.0,46.0,9.219544457292887,130.6,Right Foot,Normal Shot,False,Open Play Shot,Cross,Open Play - Keeper
149,0.114569046,False,Inessa Kaagman,Everton LFC,114.0,47.0,9.219544457292887,139.4,Right Foot,Normal Shot,True,Open Play Shot,Cross,Set Piece - Throw In
150,0.5081496,True,Ellie Brazil,Brighton & Hove Albion WFC,116.0,42.0,4.47213595499958,116.57,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Free Kick
151,0.15935249999999998,True,Ellie Brazil,Brighton & Hove Albion WFC,116.0,45.0,6.4031242374328485,141.34,Head,Normal Shot,False,Open Play Shot,High Pass,Set Piece - Free Kick
152,0.007443355,False,Ellie Brazil,Everton LFC,85.0,29.0,36.68787265568828,72.55,Right Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
153,0.195556,False,Georgia Brougham,Everton LFC,112.0,43.0,8.54400374531753,110.56,Left Foot,Normal Shot,False,Open Play Shot,Low Pass,Set Piece - Free Kick
154,0.3900787,False,Ellie Brazil,Brighton & Hove Albion WFC,113.0,37.0,7.6157731058639095,66.8,Right Foot,Normal Shot,False,Open Play Shot,High Pass,Open Play Assist
155,0.015533662,False,Gabrielle George,Everton LFC,91.0,31.0,30.36445290137795,72.76,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
156,0.016996747,False,Gabrielle George,Everton LFC,97.0,30.0,25.079872407968914,66.5,Left Foot,Normal Shot,False,Open Play Shot,Unassisted,No Assist
157,0.021976447000000003,False,Millie Bright,Chelsea FCW,79.0,51.0,42.44997055358225,105.02,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Open Play Assist
158,0.03389804,False,Kirsty Linnett,Liverpool WFC,94.0,39.0,26.019223662515373,87.8,Left Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Goal Kick
159,0.016313432000000003,False,Sophie Ingle,Chelsea FCW,87.0,45.0,33.376638536557266,98.62,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
160,0.05566944,False,Francesca Kirby,Chelsea FCW,95.0,40.0,25.0,90.0,Right Foot,Normal Shot,False,Open Play Shot,Ground Pass,Set Piece - Throw In
