,location_x,location_y,time,statsbomb_xg,outcome,player,team,bodypart,technique,first_touch,state_of_play,assist1,assist2,assist3,assist_state_of_play,inside_18_width,inside_18_depth,inside_18,shot_distance,shot_angle
0,109.0,46.0,2021-06-14 00:04:38.609,0.26615402,Blocked,Francesca Kirby,Chelsea FCW,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,12.529964086141668,118.61
1,113.0,35.0,2021-06-14 00:11:45.046,0.09352057400000001,Off T,Bethany England,Chelsea FCW,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.602325267042627,54.46
2,94.0,43.0,2021-06-14 00:18:03.461,0.036171142,Saved,Drew Spence,Chelsea FCW,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,26.1725046566048,96.58
3,86.0,34.0,2021-06-14 00:23:11.935,0.016625367000000002,Off T,Chloe Arthur,Birmingham City WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Goal Kick,True,False,False,34.52535300326414,79.99
4,94.0,33.0,2021-06-14 00:23:45.810,0.030716168000000002,Off T,Bethany England,Chelsea FCW,Right Foot,Normal,False,Open Play,Ground Pass,,,From Goal Kick,True,False,False,26.92582403567252,74.93
5,106.0,54.0,2021-06-14 00:26:20.694,0.02135001,Wayward,Charlie Wellings,Birmingham City WFC,Left Foot,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,19.79898987322333,135.0
6,107.0,42.0,2021-06-14 00:27:17.983,0.3758993,Saved,Francesca Kirby,Chelsea FCW,Right Foot,Normal,False,Open Play,Ground Pass,Through Ball,Through Ball,Regular Play,True,True,True,13.152946437965905,98.75
7,95.0,39.0,2021-06-14 00:32:20.035,0.050711885000000005,Off T,Erin Cuthbert,Chelsea FCW,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,25.019992006393608,87.71
8,113.0,41.0,2021-06-14 00:33:11.140,0.14075908,Saved,Francesca Kirby,Chelsea FCW,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,7.0710678118654755,98.13
9,98.0,29.0,2021-06-14 00:33:31.354,0.037670862,Off T,Erin Cuthbert,Birmingham City WFC,Left Foot,Volley,False,Open Play,,,,,True,False,False,24.596747752497688,63.43
10,95.0,35.0,2021-06-14 00:00:18.455,0.032999475,Blocked,So-yun Ji,Chelsea FCW,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,25.495097567963924,78.69
11,111.0,34.0,2021-06-14 00:09:05.202,0.07365218,Saved,Francesca Kirby,Chelsea FCW,Right Foot,Backheel,False,Open Play,Low Pass,,,From Corner,True,True,True,10.816653826391969,56.31
12,108.0,45.0,2021-06-14 00:13:06.487,0.11205758,Saved,Erin Cuthbert,Chelsea FCW,Right Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,True,True,13.0,112.62
13,104.0,38.0,2021-06-14 00:14:27.422,0.15216255,Blocked,Francesca Kirby,Chelsea FCW,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,16.1245154965971,82.87
14,112.0,30.0,2021-06-14 00:23:42.571,0.068656586,Saved,Karen Julia Carney,Chelsea FCW,Head,Normal,False,Open Play,High Pass,,Cross,From Throw In,True,True,True,12.806248474865697,38.66
15,106.0,48.0,2021-06-14 00:25:22.490,0.03695459,Blocked,Francesca Kirby,Chelsea FCW,Right Foot,Normal,False,Open Play,,,,,True,True,True,16.1245154965971,119.74
16,112.0,42.0,2021-06-14 00:25:52.221,0.12992337,Wayward,Magdalena Ericsson,Chelsea FCW,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,8.246211251235321,104.04
17,108.0,40.0,2021-06-14 00:29:40.261,0.76,Saved,Karen Julia Carney,Chelsea FCW,Right Foot,Normal,False,Penalty,,,,,True,True,True,12.0,90.0
18,109.0,42.0,2021-06-14 00:30:07.955,0.015509376000000002,Off T,Millie Bright,Chelsea FCW,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,11.180339887498949,100.3
19,111.0,42.0,2021-06-14 00:41:54.797,0.09820592,Saved,So-yun Ji,Chelsea FCW,Head,Normal,False,Open Play,High Pass,,Cross,From Free Kick,True,True,True,9.219544457292887,102.53
20,111.0,32.0,2021-06-14 00:42:19.344,0.046387684000000005,Blocked,Francesca Kirby,Chelsea FCW,Left Foot,Backheel,False,Open Play,Low Pass,,,From Corner,True,True,True,12.041594578792296,48.37
21,100.0,29.0,2021-06-14 00:42:22.414,0.023775922,Off T,So-yun Ji,Chelsea FCW,Right Foot,Normal,False,Open Play,Ground Pass,,,From Corner,True,False,False,22.825424421026653,61.19
22,103.0,52.0,2021-06-14 00:44:56.529,0.05969853,Blocked,Francesca Kirby,Chelsea FCW,Right Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,True,True,20.808652046684813,125.22
23,104.0,37.0,2021-06-14 00:46:20.424,0.06488427000000001,Blocked,So-yun Ji,Chelsea FCW,Left Foot,Normal,False,Open Play,High Pass,,,Regular Play,True,True,True,16.278820596099706,79.38
24,108.0,46.0,2021-06-14 00:06:16.120,0.1657547,Blocked,Alisha Lehmann,West Ham United LFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,True,True,13.416407864998739,116.57
25,117.0,39.0,2021-06-14 00:06:35.545,0.63091785,Saved,Niamh Charles,Liverpool WFC,Head,Normal,False,Open Play,Low Pass,,,Regular Play,True,True,True,3.1622776601683795,71.57
26,117.0,40.0,2021-06-14 00:06:37.104,0.389233,Saved,Courtney Sweetman-Kirk,Liverpool WFC,Head,Normal,False,Open Play,,,,,True,True,True,3.0,90.0
27,118.0,41.0,2021-06-14 00:06:38.055,0.6971044,Goal,Courtney Sweetman-Kirk,Liverpool WFC,Right Foot,Backheel,True,Open Play,,,,,True,True,True,2.23606797749979,116.57
28,107.0,51.0,2021-06-14 00:11:36.419,0.34152466,Off T,Jessica Anne Clarke,Liverpool WFC,Right Foot,Normal,False,Open Play,Ground Pass,Through Ball,Through Ball,From Throw In,True,True,True,17.029386365926403,130.24
29,95.0,30.0,2021-06-14 00:13:27.780,0.022615578,Off T,Christie Murray,Liverpool WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Counter,True,False,False,26.92582403567252,68.2
30,86.0,33.0,2021-06-14 00:23:57.610,0.014526293000000001,Off T,Leanne Kiernan,West Ham United LFC,Right Foot,Normal,False,Open Play,Low Pass,,,From Throw In,True,False,False,34.713109915419565,78.37
31,98.0,24.0,2021-06-14 00:24:34.573,0.033014745000000005,Saved,Brianna Visalli,West Ham United LFC,Right Foot,Normal,False,Open Play,Low Pass,,,From Counter,True,False,False,27.202941017470888,53.97
32,112.0,40.0,2021-06-14 00:31:45.732,0.1617539,Saved,Rhiannon Roberts,Liverpool WFC,Head,Normal,False,Open Play,High Pass,,,From Free Kick,True,True,True,8.0,90.0
33,119.0,30.0,2021-06-14 00:38:40.289,0.07191629000000001,Off T,Jessica Anne Clarke,Liverpool WFC,Right Foot,Normal,False,Open Play,,,,,True,True,True,10.04987562112089,5.71
34,114.0,30.0,2021-06-14 00:45:51.603,0.06605337,Blocked,Jessica Anne Clarke,Liverpool WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,11.661903789690601,30.96
35,100.0,55.0,2021-06-14 00:01:34.585,0.01550956,Saved,Leanne Kiernan,West Ham United LFC,Right Foot,Normal,False,Open Play,,,,,True,False,False,25.0,126.87
36,112.0,44.0,2021-06-14 00:13:13.041,0.09044173,Wayward,Brianna Visalli,West Ham United LFC,Head,Normal,False,Open Play,High Pass,,,Regular Play,True,True,True,8.94427190999916,116.57
37,93.0,38.0,2021-06-14 00:21:10.712,0.053666368000000006,Blocked,Alisha Lehmann,West Ham United LFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,False,False,27.073972741361768,85.76
38,109.0,50.0,2021-06-14 00:25:02.753,0.20931223000000002,Saved,Kirsty Linnett,West Ham United LFC,Right Foot,Normal,False,Open Play,,,,,True,True,True,14.866068747318506,132.27
39,116.0,43.0,2021-06-14 00:34:09.087,0.30686304000000003,Saved,Gilly Louise Scarlett Flaherty,West Ham United LFC,Head,Normal,False,Open Play,High Pass,,Cross,From Free Kick,True,True,True,5.0,126.87
40,112.0,43.0,2021-06-14 00:34:47.805,0.0288852,Off T,Gilly Louise Scarlett Flaherty,West Ham United LFC,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,8.54400374531753,110.56
41,97.0,28.0,2021-06-14 00:36:55.852,0.01730371,Saved,Jessica Anne Clarke,Liverpool WFC,Left Foot,Normal,False,Open Play,,,,,True,False,False,25.942243542145693,62.45
42,98.0,47.0,2021-06-14 00:39:43.973,0.035479672000000004,Saved,Rinsola Babajide,Liverpool WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,Other,True,False,False,23.08679276123039,107.65
43,114.0,44.0,2021-06-14 00:45:42.537,0.03223094,Blocked,Gilly Louise Scarlett Flaherty,West Ham United LFC,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,7.211102550927978,123.69
44,91.0,55.0,2021-06-14 00:02:04.282,0.014178629000000002,Off T,Fara Williams,Reading WFC,Left Foot,Half Volley,False,Open Play,Ground Pass,,,Regular Play,True,False,False,32.64965543462902,117.35
45,111.0,35.0,2021-06-14 00:04:14.309,0.20876576,Goal,Gemma Suzanne Davison,Reading WFC,Right Foot,Lob,False,Open Play,Ground Pass,,,Regular Play,True,True,True,10.295630140987,60.95
46,110.0,30.0,2021-06-14 00:07:28.616,0.019219216,Saved,Anne-Marie Heatherson,Yeovil Town LFC,Head,Normal,False,Open Play,High Pass,,,From Throw In,True,True,True,14.142135623730951,45.0
47,110.0,41.0,2021-06-14 00:09:14.458,0.060402505,Off T,Brooke Chaplen,Reading WFC,Head,Normal,False,Open Play,High Pass,,Cross,Regular Play,True,True,True,10.04987562112089,95.71
48,104.0,54.0,2021-06-14 00:10:31.239,0.036174923000000005,Goal,Fara Williams,Reading WFC,Left Foot,Normal,False,Open Play,,,,,True,True,True,21.2602916254693,131.19
49,116.0,56.0,2021-06-14 00:24:42.596,0.24553101,Off T,Brooke Chaplen,Reading WFC,Right Foot,Normal,False,Open Play,Low Pass,,,From Throw In,True,True,True,16.492422502470642,165.96
50,96.0,28.0,2021-06-14 00:26:39.628,0.025184974000000002,Off T,Mayumi Pacheco,Reading WFC,Left Foot,Normal,False,Open Play,Low Pass,,,Regular Play,True,False,False,26.832815729997478,63.43
51,102.0,54.0,2021-06-14 00:28:10.954,0.049206384000000006,Off T,Natasha Harding,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,22.80350850198276,127.87
52,112.0,24.0,2021-06-14 00:29:13.423,0.09175583,Saved,Olivia Fergusson,Yeovil Town LFC,Right Foot,Normal,False,Open Play,High Pass,,,Regular Play,True,True,True,17.88854381999832,26.57
53,92.0,46.0,2021-06-14 00:29:50.071,0.016230326,Blocked,Megan Alexander,Yeovil Town LFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Corner,True,False,False,28.635642126552707,102.09
54,91.0,37.0,2021-06-14 00:43:22.921,0.018044809000000002,Off T,Brooke Chaplen,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,29.154759474226502,84.09
55,95.0,46.0,2021-06-14 00:44:55.975,0.026091976000000003,Blocked,Natasha Harding,Reading WFC,Right Foot,Normal,False,Open Play,,,,,True,False,False,25.709920264364882,103.5
56,93.0,34.0,2021-06-14 00:44:59.303,0.012549612,Off T,Sophie Howard,Reading WFC,Right Foot,Volley,True,Open Play,,,,,True,False,False,27.65863337187866,77.47
57,102.0,27.0,2021-06-14 00:47:45.584,0.03553362,Saved,Fara Williams,Reading WFC,Right Foot,Normal,False,Open Play,,,,,True,False,False,22.20360331117452,54.16
58,115.0,40.0,2021-06-14 00:00:42.850,0.7046226999999999,Blocked,Olivia Fergusson,Yeovil Town LFC,Left Foot,Normal,False,Open Play,,,,,True,True,True,5.0,90.0
59,104.0,47.0,2021-06-14 00:01:11.585,0.047961306,Off T,Lauren Bruton,Reading WFC,Right Foot,Half Volley,False,Open Play,,,,,True,True,True,17.46424919657298,113.63
60,105.0,29.0,2021-06-14 00:04:14.342,0.14572826,Blocked,Brooke Chaplen,Reading WFC,Left Foot,Normal,False,Open Play,High Pass,,,From Throw In,True,True,True,18.601075237738275,53.75
61,91.0,37.0,2021-06-14 00:05:22.592,0.022321789,Off T,Gemma Suzanne Davison,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,False,False,29.154759474226502,84.09
62,112.0,49.0,2021-06-14 00:11:56.386,0.33378949999999996,Off T,Brooke Chaplen,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,12.041594578792296,138.37
63,108.0,40.0,2021-06-14 00:13:50.888,0.76,Goal,Lauren Bruton,Reading WFC,Right Foot,Normal,False,Penalty,,,,,True,True,True,12.0,90.0
64,111.0,44.0,2021-06-14 00:15:18.960,0.096433036,Goal,Remi Allen,Reading WFC,Head,Normal,False,Open Play,High Pass,,,Regular Play,True,True,True,9.848857801796104,113.96
65,95.0,51.0,2021-06-14 00:20:26.041,0.028092794,Off T,Lauren Bruton,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,27.313000567495326,113.75
66,91.0,39.0,2021-06-14 00:23:21.256,0.013764914000000001,Blocked,Rachel Furness,Reading WFC,Left Foot,Normal,False,Open Play,,,,,True,False,False,29.017236257093817,88.03
67,104.0,26.0,2021-06-14 00:25:40.858,0.028611148000000003,Off T,Gemma Suzanne Davison,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,21.2602916254693,48.81
68,107.0,51.0,2021-06-14 00:27:49.836,0.054877903000000006,Blocked,Natasha Harding,Reading WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,17.029386365926403,130.24
69,111.0,46.0,2021-06-14 00:28:26.354,0.0150209265,Off T,Rachel Furness,Reading WFC,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,10.816653826391969,123.69
70,116.0,32.0,2021-06-14 00:31:39.093,0.31867692000000003,Saved,Brooke Chaplen,Reading WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Counter,True,True,True,8.94427190999916,26.57
71,104.0,40.0,2021-06-14 00:34:44.057,0.0691614,Post,Gemma Suzanne Davison,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,16.0,90.0
72,110.0,31.0,2021-06-14 00:35:52.948,0.14785822,Off T,Brooke Chaplen,Reading WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,13.45362404707371,48.01
73,109.0,38.0,2021-06-14 00:37:29.160,0.16863409000000001,Off T,Charlotte Estcourt,Reading WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,11.180339887498949,79.7
74,94.0,28.0,2021-06-14 00:40:31.230,0.03766019,Off T,Gemma Suzanne Davison,Reading WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,28.635642126552707,65.22
75,106.0,51.0,2021-06-14 00:42:57.804,0.10764639999999999,Off T,Brooke Chaplen,Reading WFC,Right Foot,Normal,False,Open Play,High Pass,,,Regular Play,True,True,True,17.804493814764857,128.16
76,93.0,35.0,2021-06-14 00:45:18.765,0.019063191,Saved,Emily Syme,Yeovil Town LFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,27.459060435491963,79.51
77,100.0,33.0,2021-06-14 00:45:55.530,0.30975744,Off T,Olivia Fergusson,Yeovil Town LFC,Right Foot,Normal,False,Open Play,High Pass,,,From Throw In,True,False,False,21.18962010041709,70.71
78,111.0,44.0,2021-06-14 00:46:32.046,0.09506342,Saved,Brooke Chaplen,Reading WFC,Head,Normal,False,Open Play,High Pass,,Cross,From Goal Kick,True,True,True,9.848857801796104,113.96
79,99.0,55.0,2021-06-14 00:05:43.594,0.029442485,Off T,Carla Humphrey,Bristol City WFC,Right Foot,Normal,False,Open Play,Low Pass,,,Regular Play,True,False,False,25.80697580112788,125.54
80,110.0,37.0,2021-06-14 00:08:18.885,0.11373012,Post,Danielle van de Donk,Arsenal WFC,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,10.44030650891055,73.3
81,106.0,24.0,2021-06-14 00:10:19.980,0.037771497,Blocked,Katrine Veje,Arsenal WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,True,True,21.2602916254693,41.19
82,111.0,33.0,2021-06-14 00:10:40.753,0.13319226,Goal,Vivianne Miedema,Arsenal WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,True,True,11.40175425099138,52.13
83,109.0,41.0,2021-06-14 00:24:59.911,0.06728647,Blocked,Vivianne Miedema,Arsenal WFC,Head,Normal,False,Open Play,High Pass,,Cross,From Free Kick,True,True,True,11.045361017187261,95.19
84,104.0,50.0,2021-06-14 00:25:46.389,0.0746162,Blocked,Abigail Harrison,Bristol City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Counter,True,True,True,18.867962264113206,122.01
85,93.0,48.0,2021-06-14 00:29:11.529,0.028345143000000003,Off T,Dominique Johanna Anna Bloodworth,Arsenal WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,28.160255680657446,106.5
86,107.0,48.0,2021-06-14 00:04:50.147,0.24089347,Saved,Abigail Harrison,Bristol City WFC,Left Foot,Normal,True,Open Play,Ground Pass,,,From Counter,True,True,True,15.264337522473747,121.61
87,110.0,43.0,2021-06-14 00:05:36.726,0.19564945,Off T,Lucy Graham,Bristol City WFC,Head,Normal,False,Open Play,High Pass,,Cross,Regular Play,True,True,True,10.44030650891055,106.7
88,110.0,34.0,2021-06-14 00:13:30.707,0.18274215,Goal,Vivianne Miedema,Arsenal WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Free Kick,True,True,True,11.661903789690601,59.04
89,97.0,57.0,2021-06-14 00:19:50.759,0.013580981,Blocked,Katie McCabe,Arsenal WFC,Left Foot,Normal,False,Open Play,High Pass,,,Regular Play,True,False,False,28.600699292150182,126.47
90,112.0,34.0,2021-06-14 00:22:21.209,0.16653554,Off T,Kim Little,Arsenal WFC,Right Foot,Normal,False,Open Play,Ground Pass,,Cut Back,From Corner,True,True,True,10.0,53.13
91,112.0,30.0,2021-06-14 00:28:32.413,0.10343046500000001,Blocked,Vivianne Miedema,Arsenal WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,12.806248474865697,38.66
92,113.0,37.0,2021-06-14 00:30:05.300,0.43783653,Goal,Katie McCabe,Arsenal WFC,Left Foot,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,7.615773105863909,66.8
93,116.0,45.0,2021-06-14 00:32:46.151,0.25868157,Goal,Vivianne Miedema,Arsenal WFC,Left Foot,Normal,True,Open Play,High Pass,,Cross,From Counter,True,True,True,6.4031242374328485,141.34
94,104.0,46.0,2021-06-14 00:34:33.857,0.08552999,Blocked,Abigail Harrison,Bristol City WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,17.08800749063506,110.56
95,109.0,55.0,2021-06-14 00:37:11.092,0.045527175,Blocked,Abigail Harrison,Bristol City WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Counter,True,True,True,18.601075237738275,143.75
96,109.0,37.0,2021-06-14 00:43:00.538,0.03157961,Blocked,Louise Quinn,Arsenal WFC,Right Foot,Volley,False,Open Play,High Pass,Outswinging,,From Corner,True,True,True,11.40175425099138,74.74
97,114.0,32.0,2021-06-14 00:44:08.343,0.10593438000000001,Off T,Ella Rutherford,Bristol City WFC,Left Foot,Volley,True,Open Play,High Pass,,Cross,From Throw In,True,True,True,10.0,36.87
98,92.0,53.0,2021-06-14 00:45:07.114,0.018971654,Post,Danielle Carter,Arsenal WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Goal Kick,True,False,False,30.870698080866262,114.9
99,88.0,61.0,2021-06-14 00:05:25.112,0.017038535,Off T,Kirsty Barton,Brighton & Hove Albion WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,False,False,False,38.27531841800928,123.27
100,104.0,55.0,2021-06-14 00:05:54.481,0.3949509,Saved,Georgia Stanway,Manchester City WFC,Right Foot,Lob,False,Open Play,High Pass,Through Ball,Through Ball,From Goal Kick,True,True,True,21.93171219946131,133.15
101,112.0,47.0,2021-06-14 00:11:11.159,0.34141454,Saved,Nikita Parris,Manchester City WFC,Right Foot,Normal,False,Open Play,High Pass,Through Ball,Through Ball,Regular Play,True,True,True,10.63014581273465,131.19
102,105.0,39.0,2021-06-14 00:12:47.727,0.025084483,Off T,Jill Scott,Manchester City WFC,Head,Normal,False,Open Play,High Pass,,Cross,From Corner,True,True,True,15.033296378372908,86.19
103,110.0,33.0,2021-06-14 00:14:38.995,0.039372798,Off T,Nikita Parris,Manchester City WFC,Head,Normal,False,Open Play,High Pass,,Cross,Regular Play,True,True,True,12.206555615733702,55.01
104,105.0,42.0,2021-06-14 00:17:16.195,0.10168196,Blocked,Nikita Parris,Manchester City WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,15.132745950421556,97.59
105,86.0,48.0,2021-06-14 00:19:30.626,0.009602184000000001,Off T,Keira Walsh,Manchester City WFC,Right Foot,Normal,False,Open Play,,,,,True,False,False,34.92849839314596,103.24
106,100.0,52.0,2021-06-14 00:20:43.644,0.13669139,Goal,Georgia Stanway,Manchester City WFC,Right Foot,Normal,False,Open Play,,,,,True,False,False,23.323807579381203,120.96
107,104.0,49.0,2021-06-14 00:24:44.914,0.12327581,Off T,Jill Scott,Manchester City WFC,Right Foot,Normal,False,Open Play,Low Pass,Through Ball,Through Ball,Regular Play,True,True,True,18.35755975068582,119.36
108,97.0,42.0,2021-06-14 00:26:28.338,0.020136826,Off T,Aileen Whelan,Brighton & Hove Albion WFC,Head,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,23.08679276123039,94.97
109,110.0,47.0,2021-06-14 00:28:53.557,0.024188627,Off T,Gemma Bonner,Manchester City WFC,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,12.206555615733702,124.99
110,104.0,35.0,2021-06-14 00:39:19.975,0.08739801500000001,Off T,Chloe Peplow,Brighton & Hove Albion WFC,Right Foot,Normal,False,Open Play,High Pass,,,Regular Play,True,True,True,16.76305461424021,72.65
111,91.0,33.0,2021-06-14 00:40:26.930,0.019743266000000002,Blocked,Georgia Stanway,Brighton & Hove Albion WFC,Right Foot,Normal,False,Open Play,,,,,True,False,False,29.832867780352597,76.43
112,109.0,41.0,2021-06-14 00:42:22.753,0.43401209999999996,Goal,Caroline Weir,Manchester City WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,True,True,11.045361017187261,95.19
113,85.0,46.0,2021-06-14 00:00:14.973,0.009549671000000001,Off T,Danielle Buet,Brighton & Hove Albion WFC,Right Foot,Half Volley,False,Open Play,,,,,True,False,False,35.510561809129406,99.73
114,102.0,48.0,2021-06-14 00:01:13.503,0.06887115,Off T,Chloe Peplow,Brighton & Hove Albion WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,False,False,19.697715603592208,113.96
115,112.0,29.0,2021-06-14 00:06:40.307,0.034951698,Blocked,Tessa Wullaert,Manchester City WFC,Right Foot,Normal,False,Open Play,,,,,True,True,True,13.601470508735444,36.03
116,104.0,51.0,2021-06-14 00:09:56.729,0.33539256,Saved,Ellie Brazil,Brighton & Hove Albion WFC,Right Foot,Normal,False,Open Play,,,,,True,True,True,19.4164878389476,124.51
117,113.0,39.0,2021-06-14 00:09:59.457,0.4428448,Blocked,Iniabasi Anefiok Umotong,Brighton & Hove Albion WFC,Right Foot,Volley,False,Open Play,Low Pass,,,Regular Play,True,True,True,7.0710678118654755,81.87
118,104.0,38.0,2021-06-14 00:12:51.602,0.14375503,Off T,Aileen Whelan,Brighton & Hove Albion WFC,Left Foot,Normal,False,Open Play,,,,,True,True,True,16.1245154965971,82.87
119,94.0,57.0,2021-06-14 00:18:28.868,0.018544516,Goal,Georgia Stanway,Manchester City WFC,Right Foot,Normal,False,Open Play,Low Pass,,,From Counter,True,False,False,31.064449134018133,123.18
120,99.0,38.0,2021-06-14 00:22:11.013,0.026395774,Goal,Georgia Stanway,Manchester City WFC,Right Foot,Normal,False,Open Play,Low Pass,,,Regular Play,True,False,False,21.095023109728988,84.56
121,105.0,35.0,2021-06-14 00:25:07.373,0.24984783,Blocked,Iniabasi Anefiok Umotong,Brighton & Hove Albion WFC,Right Foot,Normal,False,Open Play,,,,,True,True,True,15.811388300841896,71.57
122,114.0,27.0,2021-06-14 00:25:23.610,0.08881184,Blocked,Claire Emslie,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,14.317821063276353,24.78
123,116.0,30.0,2021-06-14 00:25:50.714,0.13622582,Saved,Claire Emslie,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,Cross,Regular Play,True,True,True,10.770329614269007,21.8
124,111.0,46.0,2021-06-14 00:27:02.328,0.03050624,Wayward,Aileen Whelan,Brighton & Hove Albion WFC,Head,Normal,False,Open Play,High Pass,,,From Corner,True,True,True,10.816653826391969,123.69
125,110.0,42.0,2021-06-14 00:27:02.473,0.034539852,Wayward,Victoria Williams,Brighton & Hove Albion WFC,Head,Normal,False,Open Play,,,,,True,True,True,10.198039027185569,101.31
126,81.0,31.0,2021-06-14 00:33:03.904,0.013482094,Off T,Victoria Williams,Brighton & Hove Albion WFC,Right Foot,Normal,False,Open Play,Low Pass,,,Regular Play,True,False,False,40.024992192379,77.01
127,96.0,40.0,2021-06-14 00:35:57.050,0.045861203,Off T,Caroline Weir,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Goal Kick,True,False,False,24.0,90.0
128,111.0,43.0,2021-06-14 00:36:51.472,0.15677072,Off T,Iniabasi Anefiok Umotong,Brighton & Hove Albion WFC,Right Foot,Volley,False,Open Play,High Pass,,,From Counter,True,True,True,9.486832980505138,108.43
129,96.0,31.0,2021-06-14 00:37:37.382,0.024908442000000003,Off T,Nikita Parris,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Goal Kick,True,False,False,25.632011235952593,69.44
130,111.0,37.0,2021-06-14 00:40:17.418,0.42838109999999996,Saved,Nikita Parris,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,Regular Play,True,True,True,9.486832980505138,71.57
131,107.0,49.0,2021-06-14 00:40:19.758,0.33067653,Off T,Georgia Stanway,Manchester City WFC,Right Foot,Normal,True,Open Play,,,,,True,True,True,15.811388300841896,124.7
132,116.0,42.0,2021-06-14 00:41:31.240,0.29142863,Goal,Nikita Parris,Manchester City WFC,Head,Normal,False,Open Play,High Pass,,Cross,Regular Play,True,True,True,4.47213595499958,116.57
133,113.0,46.0,2021-06-14 00:45:04.185,0.63500386,Goal,Claire Emslie,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Throw In,True,True,True,9.219544457292887,130.6
134,117.0,38.0,2021-06-14 00:00:45.560,0.34800306000000003,Saved,Jodie Brett,Brighton & Hove Albion WFC,Right Foot,Volley,False,Open Play,High Pass,,,From Free Kick,True,True,True,3.605551275463989,56.31
135,94.0,45.0,2021-06-14 00:02:01.209,0.021882394000000003,Goal,Danielle Buet,Brighton & Hove Albion WFC,Right Foot,Normal,True,Open Play,,,,,True,False,False,26.476404589747453,100.89
