,statsbomb_xg,goal,time,player,team,shot_distance,inside_18,shot_angle,bodypart,bodypart_angle,technique,first_touch,assist,state_of_play
4848,0.08709861,False,33,Vivianne Miedema,Arsenal WFC,14.586637720873174,True,51.4,Right Foot,Left - Inside Foot,Ground,False,Ground Pass,Open Play
4849,0.029983178000000006,False,33,Lisa Evans,Arsenal WFC,17.300289014926886,True,143.46,Right Foot,Right - Outside Foot,Volley,True,Unassisted,Open Play - Unassisted
4850,0.05897522700000001,False,34,Fara Williams,Reading WFC,27.24591712532357,False,24.97,Right Foot,Left - Inside Foot,Ground,False,Unassisted,Set Piece - Direct Free Kick
4851,0.061827566,False,38,Jill Roord,Arsenal WFC,24.936920419330047,False,102.98,Right Foot,Right - Outside Foot,Ground,False,Ground Pass,Set Piece - Free Kick
4852,0.012083645,False,42,Angharad James,Reading WFC,33.49402931867111,False,83.83,Right Foot,Left - Inside Foot,Volley,True,Unassisted,Open Play - Unassisted
4853,0.3531994,True,45,Vivianne Miedema,Arsenal WFC,18.867962264113203,True,111.12,Right Foot,Right - Outside Foot,Ground,True,Through Ball,Open Play
4854,0.36714864,False,48,Bethany Mead,Arsenal WFC,14.88220413782851,True,131.19,Right Foot,Right - Outside Foot,Ground,True,Through Ball,Set Piece - Throw In
4855,0.13892378,False,0,Jackie Groenen,Manchester United,9.567131231461184,True,48.81,Left Foot,Left - Outside Foot,Volley,True,Unassisted,Open Play - Unassisted
4856,0.017582813000000003,False,0,Hayley Ladd,Manchester United,29.47168132292421,False,63.17,Left Foot,Left - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4857,0.020459391,False,3,Jessica Sigsworth,Manchester United,26.5452443951831,False,82.21,Right Foot,Left - Inside Foot,Volley,False,Unassisted,Open Play - Unassisted
4858,0.053197753,False,4,Hayley Ladd,Manchester United,21.36375435170513,False,113.45,Right Foot,Right - Outside Foot,Ground,True,Low Pass,Open Play
4859,0.038643435,False,12,Jackie Groenen,Manchester United,17.279178221200226,True,77.97,Right Foot,Left - Inside Foot,Ground,False,High Pass,Set Piece - Corner
4860,0.19334804,False,12,Jane Ross,Manchester United,10.621205204683694,True,81.34,Right Foot,Left - Inside Foot,Ground,False,Ground Pass,Set Piece - Corner
4861,0.20457377,False,14,Jackie Groenen,Manchester United,11.524755962709142,True,74.4,Right Foot,Left - Inside Foot,Volley,True,Unassisted,Open Play - Unassisted
4862,0.031193623000000007,False,18,Jane Ross,Manchester United,11.86001686339442,True,75.85,Head,Left - Head,Ground,False,Cross,Open Play
4863,0.02755354,False,21,Leah Galton,Manchester United,12.841339493993607,True,61.64,Head,Left - Head,Ground,False,Cross,Set Piece - Throw In
4864,0.035436943000000005,False,25,Rianna Dean,Tottenham Hotspur Women,10.778218776773826,True,117.04,Right Foot,Right - Outside Foot,Volley,True,Cross,Open Play - Counter Attack
4865,0.013256312,False,25,Josie Green,Tottenham Hotspur Women,32.83245345690754,False,111.25,Left Foot,Right - Inside Foot,Ground,False,Unassisted,Open Play - Unassisted
4866,0.014878326,False,35,Gemma Suzanne Davison,Tottenham Hotspur Women,32.100623046912965,False,107.59,Right Foot,Right - Outside Foot,Ground,False,Ground Pass,Open Play
4867,0.017264396,False,43,Jane Ross,Manchester United,27.846005099475217,False,56.42,Left Foot,Left - Outside Foot,Ground,False,Low Pass,Open Play - Counter Attack
4868,0.07589376,False,1,Hayley Ladd,Manchester United,7.764663547121668,True,97.4,Right Foot,Right - Outside Foot,Volley,True,Unassisted,Open Play - Unassisted
4869,0.012115089,False,8,Katie Zelem,Manchester United,34.77944795421572,False,82.73,Left Foot,Left - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4870,0.4067904000000001,False,9,Rianna Dean,Tottenham Hotspur Women,13.935924798878622,True,94.11,Left Foot,Right - Inside Foot,Ground,True,Unassisted,Open Play - Unassisted
4871,0.76,True,12,Katie Zelem,Manchester United,11.900420160649796,True,90.48,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Set Piece - Penalty
4872,0.032550097,False,16,Hayley Ladd,Manchester United,25.703112651972717,False,89.11,Right Foot,Left - Inside Foot,Ground,True,Ground Pass,Set Piece - Free Kick
4873,0.18486895,True,19,Jessica Sigsworth,Manchester United,5.768882040742383,True,56.31,Right Foot,Left - Inside Foot,Ground,False,Cross,Set Piece - Corner
4874,0.023100989,False,20,Emma Mitchell,Tottenham Hotspur Women,22.77059507347141,True,44.29,Left Foot,Left - Outside Foot,Ground,True,Ground Pass,Open Play
4875,0.102564774,False,20,Kit Graham,Tottenham Hotspur Women,14.361058456812994,True,102.88,Right Foot,Right - Outside Foot,Volley,False,Unassisted,Open Play - Unassisted
4876,0.119965695,False,23,Rianna Dean,Tottenham Hotspur Women,14.980654191322882,True,37.41,Left Foot,Left - Outside Foot,Ground,False,High Pass,Open Play - Counter Attack
4877,0.2415116,False,25,Jessica Sigsworth,Manchester United,7.424284477308228,True,117.26,Head,Right - Head,Ground,False,Cross,Set Piece - Free Kick
4878,0.014552754,False,32,Kirsty Smith,Manchester United,32.05760440207596,False,110.64,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4879,0.07917044000000001,True,41,Katie Zelem,Manchester United,25.043961347997648,False,116.57,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Set Piece - Direct Free Kick
4880,0.13607141,False,42,Kirsty Hanson,Manchester United,13.884163640637492,True,128.27,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4881,0.024377832000000002,False,45,Kit Graham,Tottenham Hotspur Women,18.15736765062601,True,116.14,Left Foot,Right - Inside Foot,Volley,True,Unassisted,Open Play - Unassisted
4882,0.06587963,False,47,Leah Galton,Manchester United,19.30802941783547,False,103.17,Left Foot,Right - Inside Foot,Ground,True,Ground Pass,Set Piece - Free Kick
4883,0.022590674,False,2,Melissa Lawley,Liverpool WFC,29.189895511974683,False,72.25,Right Foot,Left - Inside Foot,Ground,False,Ground Pass,Open Play - Counter Attack
4884,0.012931181000000002,False,7,Niamh Charles,Liverpool WFC,31.657068720903386,False,86.56,Right Foot,Left - Inside Foot,Ground,False,Unassisted,Open Play - Unassisted
4885,0.06959019599999999,False,7,Niamh Charles,Liverpool WFC,15.838244852255563,True,86.02,Right Foot,Left - Inside Foot,Ground,True,Cross,Open Play - Counter Attack
4886,0.015440622,False,10,Chantelle Boye-Hlorkah,Liverpool WFC,29.96414524060381,False,116.99,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4887,0.027146952000000002,False,12,Kirsty Linnett,Liverpool WFC,22.640008833920533,False,126.92,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4888,0.15664002,False,15,Kirsty Linnett,Liverpool WFC,5.234500931320963,True,96.58,Head,Right - Head,Ground,False,Low Pass,Set Piece - Free Kick
4889,0.011861092,False,30,Melissa Lawley,Liverpool WFC,33.183278921770224,False,70.09,Right Foot,Left - Inside Foot,Ground,False,Ground Pass,Open Play
4890,0.024112625,False,35,Kirsty Linnett,Liverpool WFC,22.503555274667157,False,114.97,Right Foot,Right - Outside Foot,Ground,False,Ground Pass,Open Play - Counter Attack
4891,0.010078928000000001,False,38,Niamh Charles,Liverpool WFC,34.81867315105502,False,97.76,Right Foot,Right - Outside Foot,Ground,False,Ground Pass,Open Play
4892,0.015843881,False,39,Rhiannon Roberts,Liverpool WFC,37.620473149602994,False,82.52,Right Foot,Left - Inside Foot,Ground,False,High Pass,Set Piece - Throw In
4893,0.021212842000000003,False,44,Kirsty Linnett,Liverpool WFC,33.17981313991987,False,93.97,Right Foot,Right - Outside Foot,Ground,True,Ground Pass,Open Play
4894,0.009931626,True,45,Lucy Graham,Everton LFC,34.454898055283806,False,66.93,Right Foot,Left - Inside Foot,Ground,False,Unassisted,Open Play - Unassisted
4895,0.015312191000000001,False,4,Hannah Cain,Everton LFC,24.382165613415065,False,122.78,Left Foot,Right - Inside Foot,Ground,False,High Pass,Open Play
4896,0.013389775500000001,False,6,Courtney Sweetman-Kirk,Liverpool WFC,33.446225497057206,False,81.75,Right Foot,Left - Inside Foot,Ground,False,Unassisted,Open Play - Unassisted
4897,0.016003048000000002,False,11,Melissa Lawley,Liverpool WFC,30.486718419665962,False,70.85,Right Foot,Left - Inside Foot,Ground,False,Ground Pass,Set Piece - Free Kick
4898,0.019287582,False,13,Chantelle Boye-Hlorkah,Everton LFC,29.966814979239956,False,60.18,Right Foot,Left - Inside Foot,Ground,False,Ground Pass,Open Play - Counter Attack
4899,0.015489607,False,16,Melissa Lawley,Liverpool WFC,39.92455384847776,False,92.01,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Set Piece - Direct Free Kick
4900,0.07133476400000001,False,21,Niamh Charles,Liverpool WFC,14.308738588708644,True,88.0,Left Foot,Left - Outside Foot,Ground,True,Unassisted,Open Play - Unassisted
4901,0.014719054,False,22,Rhiannon Roberts,Liverpool WFC,19.05387099777891,True,149.4,Right Foot,Right - Outside Foot,Volley,False,Unassisted,Open Play - Unassisted
4902,0.044534188,False,23,Chantelle Boye-Hlorkah,Everton LFC,17.5445148123281,True,58.76,Right Foot,Left - Inside Foot,Ground,False,High Pass,Open Play
4903,0.05867203300000001,False,34,Niamh Charles,Liverpool WFC,13.041855696180662,True,101.05,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4904,0.014983118,False,35,Lucy Graham,Everton LFC,28.37833680820636,False,78.41,Left Foot,Left - Outside Foot,Ground,True,Unassisted,Open Play - Unassisted
4905,0.012816501000000001,False,36,Hannah Cain,Everton LFC,28.206382256503588,False,91.22,Right Foot,Right - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4906,0.018467035,False,38,Niamh Charles,Liverpool WFC,10.154801819828878,True,122.12,Head,Right - Head,Ground,False,Cross,Set Piece - Corner
4907,0.022498867000000002,False,39,Rinsola Babajide,Liverpool WFC,26.18472837361503,False,122.84,Left Foot,Right - Inside Foot,Ground,False,High Pass,Open Play
4908,0.010313731,False,42,Rinsola Babajide,Liverpool WFC,36.64778301616621,False,75.62,Left Foot,Left - Outside Foot,Ground,False,Unassisted,Open Play - Unassisted
4909,0.11834941,False,44,Niamh Charles,Liverpool WFC,9.257429448826489,True,100.58,Right Foot,Right - Outside Foot,Volley,True,Cross,Set Piece - Throw In
4910,0.023455711,False,46,Rebecca Jane,Liverpool WFC,19.001052602421797,False,90.6,Right Foot,Right - Outside Foot,Volley,True,Unassisted,Open Play - Unassisted
4911,0.15944268,False,47,Molly Pike,Everton LFC,8.127115109311548,True,124.47,Right Foot,Right - Outside Foot,Volley,True,Cross,Open Play - Counter Attack
4912,0.0668565,False,4,Rachel Williams,Birmingham City WFC,21.378493866500513,False,117.28,Right Foot,Right - Outside Foot,Ground,False,Ground Pass,Open Play
